,gene.id,symbol
26437,501721.Cat,Cat
26438,10003841851.Gm37744,Gm37744
26439,10003840576.1700069L16Rik,1700069L16Rik
26440,10004033037.Cfap65,Cfap65
26441,519472.Rpl22l1,Rpl22l1
26442,10004035747.Rbakdn,Rbakdn
26443,515576.Camta1,Camta1
26444,10003844871.Mcmbp,Mcmbp
26445,505495.Rmdn1,Rmdn1
26446,10003841964.Dnmbp,Dnmbp
26447,516405.4930444K16Rik,4930444K16Rik
26448,10003840521.9430021M05Rik,9430021M05Rik
26449,518206.Galr1,Galr1
26450,10004035490.Islr,Islr
26451,512324.Rag2,Rag2
26452,10002899351.S100a5,S100a5
26453,509990.1700001J04Rik,1700001J04Rik
26454,10002939633.Gm50396,Gm50396
26455,10003837911.D030045P18Rik,D030045P18Rik
26456,10002930974.Gm37177,Gm37177
26457,501021.Parp14,Parp14
26458,503593.Cwc15,Cwc15
26459,10004037367.Zscan26,Zscan26
26460,10002896103.Olfr167,Olfr167
26461,10004037017.Snx8,Snx8
26462,498680.E130120K24Rik,E130120K24Rik
26463,519805.Ifit3,Ifit3
26464,10002906046.Bmp3,Bmp3
26465,10004036620.Dsg1c,Dsg1c
26466,501022.Csrp2,Csrp2
26467,500064.Vmn1r62,Vmn1r62
26468,506863.Dffa,Dffa
26469,10003838365.Pbx3,Pbx3
26470,10004033891.Olfr1426,Olfr1426
26471,10004033072.Olfr444,Olfr444
26472,10003840281.Tenm3,Tenm3
26473,10002897675.Fcer1a,Fcer1a
26474,10003842892.Gm28913,Gm28913
26475,10002940615.Gm8219,Gm8219
26476,10003842828.Nkx2-2os,Nkx2-2os
26477,10003837481.Catspere1,Catspere1
26478,10004036488.Vmn2r23,Vmn2r23
26479,509551.Tex15,Tex15
26480,10002931649.Gm7244,Gm7244
26481,10002902343.Ywhaq-ps2,Ywhaq-ps2
26482,10003835701.Gm4945,Gm4945
26483,593054.Mfap5,Mfap5
26484,10004033742.Atxn7,Atxn7
26485,10002900282.Slc16a4,Slc16a4
26486,510155.1700006A11Rik,1700006A11Rik
26487,509985.Speg,Speg
26488,10003841624.Ptbp2,Ptbp2
26489,10003835707.Gm6496,Gm6496
26490,507043.Apaf1,Apaf1
26491,10002922116.Abhd12,Abhd12
26492,514663.Whrn,Whrn
26493,518450.Pdgfrl,Pdgfrl
26494,10003843154.AY512931,AY512931
26495,10004033992.Ccdc106,Ccdc106
26496,508096.Dip2c,Dip2c
26497,10002947382.Sox2ot,Sox2ot
26498,10004033500.Usp34,Usp34
26499,10004034870.4930431P19Rik,4930431P19Rik
26500,592045.Gm26729,Gm26729
26501,504265.Skap1,Skap1
26502,10003839131.Wwp2,Wwp2
26503,513466.Rbm26,Rbm26
26504,10002905085.Med13,Med13
26505,10002925186.Gm22955,Gm22955
26506,10002904070.Btbd3,Btbd3
26507,10002916855.Zfp141,Zfp141
26508,10002930376.Gm16411,Gm16411
26509,10004034244.Cul7,Cul7
26510,10004035696.C230029F24Rik,C230029F24Rik
26511,10002930943.Soat1,Soat1
26512,10003843572.Taok3,Taok3
26513,10004034406.Mospd3,Mospd3
26514,10004035260.Eif2ak1,Eif2ak1
26515,10002950722.Sdr16c6,Sdr16c6
26516,10003837720.4930465M20Rik,4930465M20Rik
26517,10004036355.Lig1,Lig1
26518,10002913324.Olfr964-ps1,Olfr964-ps1
26519,514086.Saa4,Saa4
26520,10004033781.Olfr733,Olfr733
26521,10002908755.Clstn3,Clstn3
26522,10002900313.Tmprss6,Tmprss6
26523,501010.Pigbos1,Pigbos1
26524,10002909138.Ifitm1,Ifitm1
26525,10003837676.1700120O09Rik,1700120O09Rik
26526,10002928167.Tafa4,Tafa4
26527,10004034562.Olfr1287,Olfr1287
26528,498650.Gm11149,Gm11149
26529,10002898893.Gramd1b,Gramd1b
26530,519433.Fam83g,Fam83g
26531,10003838696.Gm732,Gm732
26532,10003839812.Gas2l3,Gas2l3
26533,10002899230.Ak3,Ak3
26534,10002908269.Slc25a34,Slc25a34
26535,500328.Glrp1,Glrp1
26536,10002907419.Plekhm3,Plekhm3
26537,10003836826.Gm44145,Gm44145
26538,10002923982.Gm13569,Gm13569
26539,10003114765.Grip1,Grip1
26540,501234.Gm2888,Gm2888
26541,10003843974.9430037G07Rik,9430037G07Rik
26542,515166.Cpsf2,Cpsf2
26543,10003840078.Heatr4,Heatr4
26544,10002897984.Wfdc1,Wfdc1
26545,10002678443.Ces2g,Ces2g
26546,10003836082.Gm4822,Gm4822
26547,517267.Tbc1d10b,Tbc1d10b
26548,514291.Gprc5b,Gprc5b
26549,10003836311.Gm47345,Gm47345
26550,10004038112.Wdr83os,Wdr83os
26551,518140.4930414F18Rik,4930414F18Rik
26552,10002951854.Gm12795,Gm12795
26553,10002944357.Gm32999,Gm32999
26554,516554.Prdx1,Prdx1
26555,502327.Gm10413,Gm10413
26556,514933.Dcdc2c,Dcdc2c
26557,10002915343.Frmpd2,Frmpd2
26558,10003836308.Gm7588,Gm7588
26559,10002916214.Adamts14,Adamts14
26560,10002903079.Ttc21b,Ttc21b
26561,10003843331.Gm6207,Gm6207
26562,10002899400.Gm6727,Gm6727
26563,10004036733.Vmn2r3,Vmn2r3
26564,10003837827.Jmjd4,Jmjd4
26565,10002897681.Usp43,Usp43
26566,10002908027.Znfx1,Znfx1
26567,512746.Pdcl3,Pdcl3
26568,518430.0610010F05Rik,0610010F05Rik
26569,508302.1700026D11Rik,1700026D11Rik
26570,507854.4930527A07Rik,4930527A07Rik
26571,516588.Ankrd63,Ankrd63
26572,511659.Ube2g2,Ube2g2
26573,10002909215.Slc23a1,Slc23a1
26574,499295.Gm7962,Gm7962
26575,10003838591.Tet1,Tet1
26576,10003843088.Gm4118,Gm4118
26577,499562.Lin9,Lin9
26578,509887.Lrig1,Lrig1
26579,509074.Cyp2d22,Cyp2d22
26580,505799.Gm35912,Gm35912
26581,10003842840.Skida1,Skida1
26582,511123.Ptprt,Ptprt
26583,10002678688.Lcp1,Lcp1
26584,10002943370.Gm16204,Gm16204
26585,10002904956.Psenen-ps,Psenen-ps
26586,10002911321.Psma2,Psma2
26587,10003836225.Rpl9-ps1,Rpl9-ps1
26588,10002927346.Xkr4,Xkr4
26589,508075.Mfap4,Mfap4
26590,10002939704.Cox7a2l,Cox7a2l
26591,517955.Abi1,Abi1
26592,10004037775.Olfr642,Olfr642
26593,10004033156.Vmn2r24,Vmn2r24
26594,1364535.Oprl1,Oprl1
26595,503178.Gm32004,Gm32004
26596,10002919956.4930481B07Rik,4930481B07Rik
26597,10003843658.Gm42692,Gm42692
26598,509634.Pef1,Pef1
26599,10004033292.Prkab1,Prkab1
26600,10004034291.Btbd35f24,Btbd35f24
26601,503489.Arl11,Arl11
26602,500895.Jak3,Jak3
26603,507631.Wfdc18,Wfdc18
26604,10003839814.Ank3,Ank3
26605,10004036274.Pou4f1,Pou4f1
26606,503774.Epb41,Epb41
26607,516210.Smim41,Smim41
26608,10004038292.Fgf1,Fgf1
26609,10003836155.Gm2076,Gm2076
26610,10002900507.Gm5160,Gm5160
26611,10002903359.Olfr267,Olfr267
26612,10003839711.Nynrin,Nynrin
26613,10003845154.Gpc3,Gpc3
26614,10003845153.Gm14631,Gm14631
26615,10003836671.Gm43155,Gm43155
26616,10002946632.Klri2,Klri2
26617,517326.Cfi,Cfi
26618,518567.Aurkb,Aurkb
26619,505251.Rpe,Rpe
26620,10003839521.Ryr3,Ryr3
26621,10004036750.Gadd45gip1,Gadd45gip1
26622,10002678153.Stk38,Stk38
26623,513728.Zfp239,Zfp239
26624,10002933335.Ptprg,Ptprg
26625,10003114850.A530020G20Rik,A530020G20Rik
26626,10004033555.Zfp940,Zfp940
26627,10003845784.Gm2888,Gm2888
26628,10002951598.Pik3cd,Pik3cd
26629,512922.Ube2g1,Ube2g1
26630,517073.Gm47423,Gm47423
26631,512206.Abcg3,Abcg3
26632,502397.C3ar1,C3ar1
26633,507883.Tex13a,Tex13a
26634,10004036691.Gal3st2,Gal3st2
26635,498350.4930471C04Rik,4930471C04Rik
26636,10004033799.Fgfr2,Fgfr2
26637,10004033576.4933406C10Rik,4933406C10Rik
26638,519118.1700010B08Rik,1700010B08Rik
26639,514871.Arsb,Arsb
26640,10002950429.Mmp15,Mmp15
26641,508654.Ddias,Ddias
26642,10002944715.Klhl1,Klhl1
26643,10003115781.Gm44198,Gm44198
26644,504316.Ms4a6c,Ms4a6c
26645,515018.Cables1,Cables1
26646,10002912799.Kif15,Kif15
26647,10002910509.Arhgef15,Arhgef15
26648,10003840654.Ighv1-17-1,Ighv1-17-1
26649,10002900310.Met,Met
26650,10004033816.Igsf10,Igsf10
26651,10003842478.Gm42984,Gm42984
26652,500433.Ppfia3,Ppfia3
26653,10002911267.Ireb2,Ireb2
26654,10003842449.Eif4g2,Eif4g2
26655,10003845904.Gm20586,Gm20586
26656,10003836024.Uchl3,Uchl3
26657,504091.Tnf,Tnf
26658,10002901988.Dsn1,Dsn1
26659,10003842437.Gm15116,Gm15116
26660,504452.2010106C02Rik,2010106C02Rik
26661,511820.4932422M17Rik,4932422M17Rik
26662,513579.Adcy7,Adcy7
26663,10002911949.Defb15,Defb15
26664,10003842508.Igkv1-35,Igkv1-35
26665,10002906894.Tm9sf4,Tm9sf4
26666,10002931981.Ift140,Ift140
26667,10002897328.BC021767,BC021767
26668,10004033852.Vmn1r40,Vmn1r40
26669,502680.Gm27878,Gm27878
26670,513147.Fzd5,Fzd5
26671,10002899362.Gm7927,Gm7927
26672,10002897766.Gm19136,Gm19136
26673,10002908622.Dmrt2,Dmrt2
26674,10002900735.Xylt2,Xylt2
26675,10002929059.Erbb4,Erbb4
26676,10002913711.Txlnb,Txlnb
26677,10002900734.Kmt2a,Kmt2a
26678,513737.Apol6,Apol6
26679,10002916271.Gtf2a2,Gtf2a2
26680,10002171767.Avp,Avp
26681,518015.Psrc1,Psrc1
26682,10003839303.Rapgef4,Rapgef4
26683,10002943736.Gm50266,Gm50266
26684,10002906616.Bpifa3,Bpifa3
26685,10002935920.Opcml,Opcml
26686,10003835702.Gm49879,Gm49879
26687,10002942190.Gm9068,Gm9068
26688,10003843878.Gm50296,Gm50296
26689,513245.Azin1,Azin1
26690,10004034566.Dbx1,Dbx1
26691,519062.Vegfc,Vegfc
26692,505053.Borcs5,Borcs5
26693,518630.Trhde,Trhde
26694,10002915013.Shh,Shh
26695,500821.Ccdc70,Ccdc70
26696,510884.2310039H08Rik,2310039H08Rik
26697,10004034203.Pcdhgc4,Pcdhgc4
26698,10002905985.Olfr1417,Olfr1417
26699,10002678494.Gabrp,Gabrp
26700,10004038145.Wscd2,Wscd2
26701,502965.Ctns,Ctns
26702,10002904894.Msln,Msln
26703,10004036958.Nlrp2,Nlrp2
26704,10002678518.Taok1,Taok1
26705,10002946798.Gm26673,Gm26673
26706,10003838234.Syp,Syp
26707,10003837450.Gm13923,Gm13923
26708,500883.Mrpl17,Mrpl17
26709,504906.Gm30906,Gm30906
26710,519132.Gata6,Gata6
26711,499851.Btnl6,Btnl6
26712,10004037039.Gabpb2,Gabpb2
26713,10002939573.Gm20732,Gm20732
26714,10002908299.Krtap13,Krtap13
26715,10004036313.Gys1,Gys1
26716,10003843379.Mllt10,Mllt10
26717,10002908216.Gm22936,Gm22936
26718,511863.Ccdc127,Ccdc127
26719,10002902417.Gm11956,Gm11956
26720,513312.Acin1,Acin1
26721,10002903729.Wdr93,Wdr93
26722,10002950011.Fdx1,Fdx1
26723,10004034696.Gm9519,Gm9519
26724,514115.5330439B14Rik,5330439B14Rik
26725,10003845094.Gm11848,Gm11848
26726,514330.Cbr1,Cbr1
26727,10003844141.B130034C11Rik,B130034C11Rik
26728,508274.Defb30,Defb30
26729,10002924658.1700039I01Rik,1700039I01Rik
26730,514845.4930452L12Rik,4930452L12Rik
26731,10002905114.Tmem185a,Tmem185a
26732,10002903762.Dtx4,Dtx4
26733,10002904907.Gm6150,Gm6150
26734,10004034137.Clec18a,Clec18a
26735,510424.Gm34016,Gm34016
26736,10003843037.Gabbr1,Gabbr1
26737,512270.4930439A04Rik,4930439A04Rik
26738,10002898738.Mir8091,Mir8091
26739,10004033091.Gm10033,Gm10033
26740,10003836207.Gm6685,Gm6685
26741,10003842091.Gm38144,Gm38144
26742,503158.Gm24704,Gm24704
26743,592604.Galnt10,Galnt10
26744,505961.Il4,Il4
26745,516139.Nxf2,Nxf2
26746,10002908465.Rapgef4,Rapgef4
26747,10004033494.Braf,Braf
26748,10002901034.Bet1l,Bet1l
26749,511064.5830411K02Rik,5830411K02Rik
26750,10002922514.Emx2,Emx2
26751,502269.Hspb8,Hspb8
26752,500967.Vsx2,Vsx2
26753,10003117215.N4bp2l2,N4bp2l2
26754,499521.Eya3,Eya3
26755,10002931352.Gpr179,Gpr179
26756,500429.Unc13a,Unc13a
26757,10002914428.Phactr4,Phactr4
26758,506197.4930586N03Rik,4930586N03Rik
26759,10003840265.Gm14230,Gm14230
26760,10004033639.Olfr590-ps1,Olfr590-ps1
26761,507830.Lfng,Lfng
26762,10004037072.Olfr1155,Olfr1155
26763,10002936759.Zfp119a,Zfp119a
26764,10002914581.Il2rb,Il2rb
26765,10003837544.4430402I18Rik,4430402I18Rik
26766,10002911961.Gm21293,Gm21293
26767,512291.1700020N15Rik,1700020N15Rik
26768,506943.Klf9,Klf9
26769,10003119425.Nr2e1,Nr2e1
26770,504370.Akap3,Akap3
26771,10002942811.Gm15467,Gm15467
26772,10003839672.Mettl16,Mettl16
26773,10002950522.Gm37688,Gm37688
26774,502916.Ccdc51,Ccdc51
26775,10003844970.Gm42573,Gm42573
26776,10002172568.Syngr1,Syngr1
26777,499340.4930533B01Rik,4930533B01Rik
26778,10004033395.Olfr486,Olfr486
26779,515089.Myo5a,Myo5a
26780,10003840119.E030025P04Rik,E030025P04Rik
26781,514135.Glt8d1,Glt8d1
26782,10004033265.Glrx2,Glrx2
26783,1010823.Oaz2,Oaz2
26784,506814.Ppp1r2-ps7,Ppp1r2-ps7
26785,10003842841.Gm13974,Gm13974
26786,503937.Zik1,Zik1
26787,10003842107.Gm41409,Gm41409
26788,10002897960.Myo1a,Myo1a
26789,510365.Pln,Pln
26790,514903.Xrcc1,Xrcc1
26791,519888.Lrrtm3,Lrrtm3
26792,507377.En1,En1
26793,10002929944.Nuak1,Nuak1
26794,519801.Gm45323,Gm45323
26795,515754.Cst12,Cst12
26796,513882.Sltm,Sltm
26797,510275.Rassf4,Rassf4
26798,10002907874.Elmod1,Elmod1
26799,10003836152.Gm4811,Gm4811
26800,515536.Pisd-ps1,Pisd-ps1
26801,517561.Fam135a,Fam135a
26802,10004037844.Olfr449,Olfr449
26803,10004036421.Sp9,Sp9
26804,10002910705.Anln,Anln
26805,10003839304.Arhgap15,Arhgap15
26806,10003836601.Dnajb6,Dnajb6
26807,498317.Trmt10a,Trmt10a
26808,10004036693.Strn4,Strn4
26809,504646.2210020O09Rik,2210020O09Rik
26810,10004037171.Olfr951,Olfr951
26811,10002929624.Gm21362,Gm21362
26812,10002925628.4933400F21Rik,4933400F21Rik
26813,1012371.Msh3,Msh3
26814,10004037849.Rnf182,Rnf182
26815,507833.Tardbp,Tardbp
26816,10002918643.Mak16,Mak16
26817,10004037829.Olfr411,Olfr411
26818,10002898522.Hmcn2,Hmcn2
26819,516347.Adar,Adar
26820,10003114325.Slc2a2,Slc2a2
26821,10002948308.Gm43310,Gm43310
26822,10002918500.Dok4,Dok4
26823,10004035758.Rps6kl1,Rps6kl1
26824,510219.Lyrm1,Lyrm1
26825,10004037470.Olfr988,Olfr988
26826,10002949308.Slco4c1,Slco4c1
26827,10002906495.Krtap5-1,Krtap5-1
26828,10002926951.1110065P20Rik,1110065P20Rik
26829,10002925894.Gm13091,Gm13091
26830,10002944420.2610020C07Rik,2610020C07Rik
26831,10002939891.1700001O22Rik,1700001O22Rik
26832,10003839263.Gm8700,Gm8700
26833,519821.Tspan4,Tspan4
26834,10003837621.Mrtfa,Mrtfa
26835,10004035169.Olfr518,Olfr518
26836,498783.Gm6644,Gm6644
26837,506042.Stpg2,Stpg2
26838,10002930612.Zic5,Zic5
26839,10003836231.Rps13-ps5,Rps13-ps5
26840,10002898445.Nagpa,Nagpa
26841,10003844651.Ets1,Ets1
26842,514331.Hsd17b7,Hsd17b7
26843,514224.Tesk1,Tesk1
26844,10003837359.Gm4852,Gm4852
26845,519380.Nags,Nags
26846,10004033121.Gm37422,Gm37422
26847,509026.Lcmt1,Lcmt1
26848,10002918606.Adck5,Adck5
26849,10003842614.Gm18838,Gm18838
26850,10004033477.Dhrs11,Dhrs11
26851,10004034071.Prorp,Prorp
26852,10002905785.Ecm1,Ecm1
26853,10002902535.Nat10,Nat10
26854,10002941963.Rps15a-ps5,Rps15a-ps5
26855,10002918100.Panx1,Panx1
26856,10002896737.Macrod1,Macrod1
26857,10004038002.9430025C20Rik,9430025C20Rik
26858,10002901456.Zfp217,Zfp217
26859,10003114418.H2az2,H2az2
26860,508720.Ptp4a1,Ptp4a1
26861,10002916799.Fam210a,Fam210a
26862,10002937093.Gm9071,Gm9071
26863,513967.Selenop,Selenop
26864,10002915211.Fbxo8,Fbxo8
26865,10003842887.Lamc1,Lamc1
26866,10003838496.Erich6b,Erich6b
26867,512054.Klf3,Klf3
26868,10002897134.Defb20,Defb20
26869,518044.Gm42752,Gm42752
26870,10003844574.Gm12108,Gm12108
26871,518184.Grm5,Grm5
26872,10002927668.Gm13484,Gm13484
26873,10003843002.Tiam2,Tiam2
26874,504639.Epb41l4a,Epb41l4a
26875,10004038353.Slf1,Slf1
26876,10003843064.Gm37947,Gm37947
26877,508887.Strbp,Strbp
26878,509189.Ctnna2,Ctnna2
26879,10002900294.Kat6a,Kat6a
26880,509676.BC051019,BC051019
26881,10002927244.Gm12416,Gm12416
26882,503958.4930524B15Rik,4930524B15Rik
26883,10004034909.Olfr1457,Olfr1457
26884,1364441.Sod2,Sod2
26885,10003844653.Gm44453,Gm44453
26886,10002913362.Ppp1r2,Ppp1r2
26887,10003843337.Pir,Pir
26888,10003840644.Gm7477,Gm7477
26889,10002914991.Cdk2ap1,Cdk2ap1
26890,501388.Tnp1,Tnp1
26891,10003839629.3732407C23Rik,3732407C23Rik
26892,10003840015.Gm1600,Gm1600
26893,10003838410.Btbd35f23,Btbd35f23
26894,10002916135.Pcdh11x,Pcdh11x
26895,10003838018.Nwd2,Nwd2
26896,10002951772.Entpd1,Entpd1
26897,516333.Bmp1,Bmp1
26898,519790.Ube2j1,Ube2j1
26899,10002920020.Lcn6,Lcn6
26900,1479563.Siglec1,Siglec1
26901,10004035867.Casp8,Casp8
26902,10002913889.Mindy3,Mindy3
26903,10002897120.Nemp2,Nemp2
26904,10002901876.Gm11789,Gm11789
26905,10003840417.Gm12407,Gm12407
26906,10003838046.Gm17202,Gm17202
26907,517621.Mcoln2,Mcoln2
26908,10002936863.Gm44284,Gm44284
26909,10004037206.Inpp5a,Inpp5a
26910,516768.Spesp1,Spesp1
26911,504345.Pfkl,Pfkl
26912,10002912235.Raph1,Raph1
26913,513271.Pbx1,Pbx1
26914,10002945009.Sgsm1,Sgsm1
26915,511687.Cdk3,Cdk3
26916,503981.Aste1,Aste1
26917,10004034790.Krit1,Krit1
26918,510341.Gtf2a1l,Gtf2a1l
26919,512499.Ralgapb,Ralgapb
26920,10003838244.Fnbp1,Fnbp1
26921,10003837939.A530010L16Rik,A530010L16Rik
26922,499815.Dmrtc1a,Dmrtc1a
26923,10004037029.Olfr1451,Olfr1451
26924,503359.Cd151,Cd151
26925,505209.4933440N22Rik,4933440N22Rik
26926,10002921053.BC024386,BC024386
26927,10002934359.1700001O22Rik,1700001O22Rik
26928,10004036292.Vmn1r232,Vmn1r232
26929,10004034486.Specc1l,Specc1l
26930,515321.Gm6123,Gm6123
26931,10002951368.Fam71f1,Fam71f1
26932,10004035165.Usp15,Usp15
26933,10004034582.Gm5087,Gm5087
26934,10002900990.Nxnl1,Nxnl1
26935,498712.Dnpep,Dnpep
26936,10004033178.Cyth2,Cyth2
26937,10002910215.Mapkapk5,Mapkapk5
26938,10002951107.Ms4a6b,Ms4a6b
26939,510177.Lss,Lss
26940,10002905340.Snhg7os,Snhg7os
26941,1372041.Ell3,Ell3
26942,515675.Vps36,Vps36
26943,10002905781.Psmg2,Psmg2
26944,10002932266.Galnt2l,Galnt2l
26945,10004034332.Man1a,Man1a
26946,10002911569.S100a7l2,S100a7l2
26947,10002914666.Osgin2,Osgin2
26948,10004036175.Gm49970,Gm49970
26949,10003843923.Wdr7,Wdr7
26950,513123.Arl4aos,Arl4aos
26951,10004037035.Acsl4,Acsl4
26952,503212.Cdh11,Cdh11
26953,10003845544.Erbb4,Erbb4
26954,10002929607.1700066J03Rik,1700066J03Rik
26955,10003843696.Gm22140,Gm22140
26956,10004037446.Tas2r104,Tas2r104
26957,10002917410.Olfr836,Olfr836
26958,10002907731.Tex19.1,Tex19.1
26959,10002916153.Pdia5,Pdia5
26960,500391.Fam217b,Fam217b
26961,10003839971.Ptpn14,Ptpn14
26962,10003840175.Flg2,Flg2
26963,10002908435.Ccl27a,Ccl27a
26964,10003842863.Hibch,Hibch
26965,10004034011.Arfip2,Arfip2
26966,10002899405.Rhof,Rhof
26967,10002951104.Card6,Card6
26968,10002927997.2410080I02Rik,2410080I02Rik
26969,507059.Elk3,Elk3
26970,509899.C230057M02Rik,C230057M02Rik
26971,10002914483.Limch1,Limch1
26972,10002919167.Tesk2,Tesk2
26973,10002918707.Gm8807,Gm8807
26974,10002900885.Acan,Acan
26975,505078.Hspa5,Hspa5
26976,505950.Klk1b26,Klk1b26
26977,501409.Insr,Insr
26978,10003842122.Gm18114,Gm18114
26979,516127.Ahcyl1,Ahcyl1
26980,10002901619.Arhgap21,Arhgap21
26981,10002917496.Cdc73,Cdc73
26982,10002917069.Olfr958,Olfr958
26983,10002945142.Arsa,Arsa
26984,10003836425.Gm45238,Gm45238
26985,10003840472.1700094M24Rik,1700094M24Rik
26986,10003835928.Gm17804,Gm17804
26987,10003840579.D130007C19Rik,D130007C19Rik
26988,10002913325.Rps10-ps1,Rps10-ps1
26989,10004037631.Olfr1100,Olfr1100
26990,10004037202.Olfr1171-ps1,Olfr1171-ps1
26991,10002896434.Tbx22,Tbx22
26992,10002915922.Med13,Med13
26993,10002940021.Awat2,Awat2
26994,10002901315.Tmem235,Tmem235
26995,10003838207.Trmt13,Trmt13
26996,10002909783.B4galnt4,B4galnt4
26997,10002915123.Selenok-ps8,Selenok-ps8
26998,10004037584.Gm21631,Gm21631
26999,10003840325.Gm11823,Gm11823
27000,10004038101.Olfr47,Olfr47
27001,10004036286.Serpinb9d,Serpinb9d
27002,10003844709.Map10,Map10
27003,517971.Gm11451,Gm11451
27004,10002897271.Rbbp5,Rbbp5
27005,503461.5530400K19Rik,5530400K19Rik
27006,519827.Myt1l,Myt1l
27007,10003844110.Robo2,Robo2
27008,513365.Ermard,Ermard
27009,10004038369.Ankmy1,Ankmy1
27010,514310.Arhgap19,Arhgap19
27011,10003837642.Gm32886,Gm32886
27012,10004035626.Ntng2,Ntng2
27013,499388.Api5,Api5
27014,10002918074.4921509C19Rik,4921509C19Rik
27015,502118.Trim59,Trim59
27016,10004033546.Rtn3,Rtn3
27017,10002917564.Agtr1a,Agtr1a
27018,10002916562.Olfr706,Olfr706
27019,503764.Myf5,Myf5
27020,10002940775.4933425M03Rik,4933425M03Rik
27021,503445.Dlgap2,Dlgap2
27022,508066.Aup1,Aup1
27023,514950.Pla2g2f,Pla2g2f
27024,10002919470.Pcdh11x,Pcdh11x
27025,518211.Pcsk7,Pcsk7
27026,509721.Irf1,Irf1
27027,1486254.Gp1bb,Gp1bb
27028,10004037605.Trmt11,Trmt11
27029,10002915469.Eri1,Eri1
27030,504475.D430001F17Rik,D430001F17Rik
27031,518320.Pmvk,Pmvk
27032,509222.Cdh13,Cdh13
27033,504086.1700021G15Rik,1700021G15Rik
27034,498597.1810007D17Rik,1810007D17Rik
27035,498428.Dtx2,Dtx2
27036,10002911342.Cyp20a1,Cyp20a1
27037,10004036567.Btbd35f23,Btbd35f23
27038,10003117824.Sult4a1,Sult4a1
27039,500807.Oxt,Oxt
27040,10002930945.Rps6kc1,Rps6kc1
27041,10004035257.Tceanc2,Tceanc2
27042,10002936992.Gm42613,Gm42613
27043,10004034658.Olfr1120,Olfr1120
27044,499315.Vmn1r2,Vmn1r2
27045,509567.Ten1,Ten1
27046,10002936436.Gm14303,Gm14303
27047,519908.4933431K14Rik,4933431K14Rik
27048,10003844919.Gm42916,Gm42916
27049,510821.Tacstd2,Tacstd2
27050,10002940291.Glis3,Glis3
27051,10003840601.4930578N18Rik,4930578N18Rik
27052,516044.Zmat5,Zmat5
27053,10002933870.Gm31305,Gm31305
27054,10002908539.Riok2,Riok2
27055,10003836807.Gm8649,Gm8649
27056,506869.Lgals3bp,Lgals3bp
27057,10002900249.Psmd8,Psmd8
27058,10002900029.Vti1a,Vti1a
27059,10002678212.Slc6a8,Slc6a8
27060,10004033307.Olfr514,Olfr514
27061,10004037282.Klrc2,Klrc2
27062,518075.Cish,Cish
27063,507134.Anxa7,Anxa7
27064,10004036173.Fbxo44,Fbxo44
27065,498791.Gm10722,Gm10722
27066,10003836163.Gm6129,Gm6129
27067,10004034550.Pmf1,Pmf1
27068,502192.4932414N04Rik,4932414N04Rik
27069,517223.Dhodh,Dhodh
27070,10002678047.Gm7247,Gm7247
27071,10003840041.Ankfn1,Ankfn1
27072,1008953.Rnf13,Rnf13
27073,10002949457.Lhx4,Lhx4
27074,502353.Gm30674,Gm30674
27075,10002946446.Col5a1,Col5a1
27076,10004035351.Trrap,Trrap
27077,10004035520.Zfp526,Zfp526
27078,512797.Kcne2,Kcne2
27079,10002929154.Cd1d1,Cd1d1
27080,10002913833.Ago2,Ago2
27081,10004033870.Tas2r106,Tas2r106
27082,10002902952.Gcat,Gcat
27083,10002912094.Nmi,Nmi
27084,515658.St8sia3,St8sia3
27085,10003836521.Arhgap18,Arhgap18
27086,519211.Rras2,Rras2
27087,10002900625.Traf3ip2,Traf3ip2
27088,10004033358.4930524B17Rik,4930524B17Rik
27089,10004033279.Vcam1,Vcam1
27090,499808.Sox11,Sox11
27091,10003839146.Hivep3,Hivep3
27092,10002896140.Gm7327,Gm7327
27093,500857.BB365896,BB365896
27094,516408.Rapgef5,Rapgef5
27095,10004034045.1700007K13Rik,1700007K13Rik
27096,10002898819.Arhgap20,Arhgap20
27097,509384.Serpina1f,Serpina1f
27098,10003842187.Gm21010,Gm21010
27099,10004036438.Gm49554,Gm49554
27100,10002900714.Hspb1,Hspb1
27101,10003843434.Lpp,Lpp
27102,504301.Thap11,Thap11
27103,10002940659.Ighv1-75,Ighv1-75
27104,10003844627.Slc24a1,Slc24a1
27105,10003843579.Gm23015,Gm23015
27106,507284.Gm19587,Gm19587
27107,10002951111.Gm15325,Gm15325
27108,505781.Tmco2,Tmco2
27109,10003844443.Jarid2,Jarid2
27110,10002900933.Mgll,Mgll
27111,506860.Pcdhb22,Pcdhb22
27112,10004036676.Olfr101,Olfr101
27113,506371.Adh7,Adh7
27114,10002909272.Fam24a,Fam24a
27115,10002917880.Trabd,Trabd
27116,10003843320.Fat4,Fat4
27117,10003842411.Gm19090,Gm19090
27118,502339.Gm13338,Gm13338
27119,10003840200.Tmem269,Tmem269
27120,10002913290.Ptgfr,Ptgfr
27121,507295.Asic2,Asic2
27122,1475301.Vipr1,Vipr1
27123,502095.1700021F02Rik,1700021F02Rik
27124,10002911119.Tanc2,Tanc2
27125,10002936812.Gm47651,Gm47651
27126,10002897290.Tkfc,Tkfc
27127,503136.1700012J15Rik,1700012J15Rik
27128,10002903754.Klhdc4,Klhdc4
27129,10002918159.Flvcr2,Flvcr2
27130,10002913221.Gm28740,Gm28740
