X,gene.id,symbol,entrez_id,chr,start,end,middle,strand
4884,508797,Lratd1,,,,,,
4885,508801,Cabs1,,,,,,
4886,508807,Gm9828,,,,,,
4887,508811,Runx1,,,,,,
4888,508812,Iqcf5,,,,,,
4889,508815,Prss8,,,,,,
4890,508818,Neurl1a,,,,,,
4891,508819,Il22,,,,,,
4892,508822,Gm15893,,,,,,
4893,508823,Gsta2,,,,,,
4894,508825,Bcl2a1d,,,,,,
4895,508828,4930435N07Rik,,,,,,
4896,508831,Dnaja3,,,,,,
4897,508832,Ddr2,,,,,,
4898,508835,1700008K24Rik,,,,,,
4899,508838,Plet1,,,,,,
4900,508839,Ccdc181,,,,,,
4901,508841,Rnase2b,,,,,,
4902,508843,Muc13,,,,,,
4903,508845,Rsu1,,,,,,
4904,508847,Crispld2,,,,,,
4905,508848,Pmaip1,,,,,,
4906,508849,Plxnb1,,,,,,
4907,508851,Ighv1-82,,,,,,
4908,508854,Tex55,,,,,,
4909,508856,Usp50,,,,,,
4910,508859,4930404A05Rik,,,,,,
4911,508862,AC163638.2,,,,,,
4912,508865,Gm50428,,,,,,
4913,508866,Rnd2,,,,,,
4914,508870,Eaf1,,,,,,
4915,508873,Znrf2,,,,,,
4916,508875,Timp4,,,,,,
4917,508876,1700128A07Rik,,,,,,
4918,508878,Pcdhgc4,,,,,,
4919,508879,Zbtb41,,,,,,
4920,508883,Uba7,,,,,,
4921,508884,Ttn,,,,,,
4922,508887,Strbp,,,,,,
4923,508888,Zfp148,,,,,,
4924,508899,4930587E11Rik,,,,,,
4925,508905,Atg4b,,,,,,
4926,508907,Itgb2,,,,,,
4927,508910,Ptf1a,,,,,,
4928,508911,Foxg1,,,,,,
4929,508913,Anxa4,,,,,,
4930,508916,Mepce,,,,,,
4931,508918,1700063J08Rik,,,,,,
4932,508919,1700121L03Rik,,,,,,
4933,508920,Fshb,,,,,,
4934,508922,Slc24a3,,,,,,
4935,508924,Ube2r2,,,,,,
4936,508927,Gm21811,,,,,,
4937,508930,1700010B13Rik,,,,,,
4938,508932,Rhoa,,,,,,
4939,508935,Prcp,,,,,,
4940,508937,Hmgn5,,,,,,
4941,508940,Eda,,,,,,
4942,508941,G6pd2,,,,,,
4943,508943,Herpud2,,,,,,
4944,508947,Dnajc3,,,,,,
4945,508949,Gm24108,,,,,,
4946,508953,Adamts2,,,,,,
4947,508954,Hsp90b1,,,,,,
4948,508955,Fbxo45,,,,,,
4949,508957,Abcc1,,,,,,
4950,508958,Sec61a2,,,,,,
4951,508959,Grap2,,,,,,
4952,508962,Zic1,,,,,,
4953,508967,Tlk1,,,,,,
4954,508969,Slc35b2,,,,,,
4955,508970,4930593A02Rik,,,,,,
4956,508974,Pop1,,,,,,
4957,508975,Phkb,,,,,,
4958,508976,Fgfr2,,,,,,
4959,508978,Smarcd1,,,,,,
4960,508980,Arid4b,,,,,,
4961,508984,Aldh9a1,,,,,,
4962,508986,Cry1,,,,,,
4963,508988,Slc1a3,,,,,,
4964,508989,Ubd,,,,,,
4965,508990,Olfr544,,,,,,
4966,508991,Nufip1,,,,,,
4967,508994,Nudcd1,,,,,,
4968,508995,Zyg11b,,,,,,
4969,508999,Nars2,,,,,,
4970,509000,1700024B18Rik,,,,,,
4971,509003,C1galt1c1,,,,,,
4972,509005,9530086P17Rik,,,,,,
4973,509013,Smim5,,,,,,
4974,509015,Sox30,,,,,,
4975,509017,Raph1,,,,,,
4976,509018,4930474H20Rik,,,,,,
4977,509020,Stx2,,,,,,
4978,509026,Lcmt1,,,,,,
4979,509028,Rad52,,,,,,
4980,509030,Taco1os,,,,,,
4981,509031,Eral1,,,,,,
4982,509035,Zfr,,,,,,
4983,509045,Dap,,,,,,
4984,509047,Vmn1r100,,,,,,
4985,509051,Angptl2,,,,,,
4986,509053,Odf2l,,,,,,
4987,509054,Cyp4a10,,,,,,
4988,509055,Map1a,,,,,,
4989,509056,Klhdc10,,,,,,
4990,509057,Ube2d3,,,,,,
4991,509058,Rab27b,,,,,,
4992,509062,Dnajb1,,,,,,
4993,509065,2210039B01Rik,,,,,,
4994,509066,Slc1a6,,,,,,
4995,509069,Grm1,,,,,,
4996,509072,1700120B22Rik,,,,,,
4997,509074,Cyp2d22,,,,,,
4998,509075,Papln,,,,,,
4999,509078,2010001M07Rik,,,,,,
5000,509079,Setd3,,,,,,
5001,509088,Lhx3,,,,,,
5002,509090,Magea7-ps,,,,,,
5003,509091,Pja2,,,,,,
5004,509092,Gm17795,,,,,,
5005,509095,Pdia4,,,,,,
5006,509097,Prmt1,,,,,,
5007,509102,Nudt9,,,,,,
5008,509105,Dnajc4,,,,,,
5009,509106,Phf10,,,,,,
5010,509112,2310034O05Rik,,,,,,
5011,509115,Lrfn2,,,,,,
5012,509116,Cyfip2,,,,,,
5013,509119,Fhl2,,,,,,
5014,509120,Gusb,,,,,,
5015,509122,Enkur,,,,,,
5016,509124,Rbck1,,,,,,
5017,509127,1810010H24Rik,,,,,,
5018,509132,Plcd1,,,,,,
5019,509134,Fabp7,,,,,,
5020,509136,4930500L23Rik,,,,,,
5021,509138,Sytl4,,,,,,
5022,509143,4930599N24Rik,,,,,,
5023,509148,Il21,,,,,,
5024,509151,4930445N08Rik,,,,,,
5025,509152,Cep85l,,,,,,
5026,509153,Gm37338,,,,,,
5027,509155,Aebp1,,,,,,
5028,509156,Lpcat2b,,,,,,
5029,509157,Atp11b,,,,,,
5030,509159,Zp1,,,,,,
5031,509164,Trnau1ap,,,,,,
5032,509165,3110018I06Rik,,,,,,
5033,509169,H2bc6,,,,,,
5034,509171,Daw1,,,,,,
5035,509172,Rab3gap2,,,,,,
5036,509175,Smco4,,,,,,
5037,509180,Ss18l2,,,,,,
5038,509182,1110028F18Rik,,,,,,
5039,509183,9530026P05Rik,,,,,,
5040,509184,Snap25,,,,,,
5041,509186,Csnk1g3,,,,,,
5042,509187,1700030J22Rik,,,,,,
5043,509188,Pik3ca,,,,,,
5044,509189,Ctnna2,,,,,,
5045,509190,1700113A16Rik,,,,,,
5046,509191,Slc2a9,,,,,,
5047,509192,4833419F23Rik,,,,,,
5048,509194,Marchf7,,,,,,
5049,509196,Vwce,,,,,,
5050,509197,Mir8102,,,,,,
5051,509198,2010007H06Rik,,,,,,
5052,509207,Zbtb8b,,,,,,
5053,509208,4632427E13Rik,,,,,,
5054,509210,Pnpla8,,,,,,
5055,509217,Adprm,,,,,,
5056,509218,Stxbp3,,,,,,
5057,509220,Wwp2,,,,,,
5058,509222,Cdh13,,,,,,
5059,509224,Accs,,,,,,
5060,509227,Mtap,,,,,,
5061,509230,Mug1,,,,,,
5062,509231,2510002D24Rik,,,,,,
5063,509234,C9orf72,,,,,,
5064,509235,Ndufc1,,,,,,
5065,509236,Map1lc3b,,,,,,
5066,509239,Skor2,,,,,,
5067,509240,Rxra,,,,,,
5068,509242,Mtg2,,,,,,
5069,509249,1010001B22Rik,,,,,,
5070,509256,Fstl1,,,,,,
5071,509257,Mxra8,,,,,,
5072,509260,Mrpl43,,,,,,
5073,509262,Chst12,,,,,,
5074,509264,Gm26634,,,,,,
5075,509266,Nmd3,,,,,,
5076,509267,2810403G07Rik,,,,,,
5077,509268,P2rx1,,,,,,
5078,509270,Ndufa11,,,,,,
5079,509271,Mro,,,,,,
5080,509274,Rab33a,,,,,,
5081,509276,Naif1,,,,,,
5082,509277,Pla2g6,,,,,,
5083,509282,Sipa1l3,,,,,,
5084,509284,Rock1,,,,,,
5085,509285,Artn,,,,,,
5086,509286,Calcrl,,,,,,
5087,509289,Cadm2,,,,,,
5088,509290,S100a16,,,,,,
5089,509291,Efhc1,,,,,,
5090,509292,A030001D20Rik,,,,,,
5091,509293,Gm16984,,,,,,
5092,509294,Usp45,,,,,,
5093,509295,Casr,,,,,,
5094,509296,Dbt,,,,,,
5095,509298,Mmp20,,,,,,
5096,509299,Cstf2t,,,,,,
5097,509301,Fam20c,,,,,,
5098,509302,Gnpat,,,,,,
5099,509303,Adamtsl5,,,,,,
5100,509304,Wdr64,,,,,,
5101,509305,Ccr9,,,,,,
5102,509306,Golga4,,,,,,
5103,509308,Ank3,,,,,,
5104,509311,Gamt,,,,,,
5105,509312,Asah2,,,,,,
5106,509314,Runx2os2,,,,,,
5107,509316,Masp1,,,,,,
5108,509317,Tenm2,,,,,,
5109,509318,Septin7,,,,,,
5110,509319,1700021J08Rik,,,,,,
5111,509320,Cndp2,,,,,,
5112,509321,2700046A07Rik,,,,,,
5113,509324,Il10rb,,,,,,
5114,509325,H2bl1,,,,,,
5115,509329,4732496C06Rik,,,,,,
5116,509330,Fam174a,,,,,,
5117,509331,Drap1,,,,,,
5118,509332,Dnajc12,,,,,,
5119,509333,4933404K13Rik,,,,,,
5120,509336,Vegfd,,,,,,
5121,509337,4930550L24Rik,,,,,,
5122,509344,2310047D07Rik,,,,,,
5123,509346,Prss37,,,,,,
5124,509350,Mapk14,,,,,,
5125,509351,Pax5,,,,,,
5126,509354,Arfip1,,,,,,
5127,509358,4930403O18Rik,,,,,,
5128,509359,Guk1,,,,,,
5129,509361,B3galt4,,,,,,
5130,509362,Rab19,,,,,,
5131,509363,Spcs2,,,,,,
5132,509365,Cacna1c,,,,,,
5133,509366,Itfg1,,,,,,
5134,509369,1700061N14Rik,,,,,,
5135,509373,Myd88,,,,,,
5136,509374,Vstm4,,,,,,
5137,509377,Tll2,,,,,,
5138,509380,Klf15,,,,,,
5139,509384,Serpina1f,,,,,,
5140,509386,Pea15a,,,,,,
5141,509387,Gata3,,,,,,
5142,509388,Mcm4,,,,,,
5143,509389,Wdr90,,,,,,
5144,509392,BC028528,,,,,,
5145,509394,Spock3,,,,,,
5146,509398,Gm9955,,,,,,
5147,509406,Mid1ip1,,,,,,
5148,509411,Mymk,,,,,,
5149,509414,Ccl17,,,,,,
5150,509415,1700054K02Rik,,,,,,
5151,509417,Tssk3,,,,,,
5152,509422,Gm50428,,,,,,
5153,509423,Icam2,,,,,,
5154,509425,Gna12,,,,,,
5155,509426,Hoxb5,,,,,,
5156,509427,Psmb6,,,,,,
5157,509432,Tinagl1,,,,,,
5158,509435,Gm2000,,,,,,
5159,509436,9430081H08Rik,,,,,,
5160,509439,5530402G07Rik,,,,,,
5161,509441,Rassf4,,,,,,
5162,509442,C4b,,,,,,
5163,509443,Kcna3,,,,,,
5164,509448,Ccnb1,,,,,,
5165,509450,Lrba,,,,,,
5166,509451,Hsd3b3,,,,,,
5167,509452,Cyb5rl,,,,,,
5168,509456,Fabp1,,,,,,
5169,509459,Gapdh,,,,,,
5170,509460,9630013K17Rik,,,,,,
5171,509462,Crip1,,,,,,
5172,509466,Kcna1,,,,,,
5173,509469,Smr2,,,,,,
5174,509470,Radil,,,,,,
5175,509472,4930426D05Rik,,,,,,
5176,509478,Cpeb1,,,,,,
5177,509482,1110057P08Rik,,,,,,
5178,509483,Atp6ap2,,,,,,
5179,509487,Ss18,,,,,,
5180,509490,Tpm3,,,,,,
5181,509494,Krt19,,,,,,
5182,509495,Bmp8a,,,,,,
5183,509497,Pitpna,,,,,,
5184,509498,Apmap,,,,,,
5185,509500,Cpne1,,,,,,
5186,509501,Vmn1r-ps151,,,,,,
5187,509505,Ncoa4-ps,,,,,,
5188,509509,Sra1,,,,,,
5189,509510,Hoxc5,,,,,,
5190,509511,1700048F04Rik,,,,,,
5191,509513,Laptm5,,,,,,
5192,509515,Synpo2l,,,,,,
5193,509517,Slc35f4,,,,,,
5194,509520,St3gal6,,,,,,
5195,509522,Mastl,,,,,,
5196,509523,Ikbkg,,,,,,
5197,509524,Gm15873,,,,,,
5198,509525,App,,,,,,
5199,509529,Capza2,,,,,,
5200,509533,Dync1li1,,,,,,
5201,509534,Casp14,,,,,,
5202,509535,Ccl22,,,,,,
5203,509538,Trmt61b,,,,,,
5204,509539,Il17ra,,,,,,
5205,509542,Thbs4,,,,,,
5206,509545,Hgh1,,,,,,
5207,509547,Gm2415,,,,,,
5208,509548,Slc5a1,,,,,,
5209,509549,Sh3yl1,,,,,,
5210,509550,Wdr45,,,,,,
5211,509551,Tex15,,,,,,
5212,509554,Wnk4,,,,,,
5213,509555,Ccr1l1,,,,,,
5214,509559,Slc22a3,,,,,,
5215,509560,6330403L08Rik,,,,,,
5216,509562,Gm7432,,,,,,
5217,509563,Ssr1,,,,,,
5218,509564,Lyl1,,,,,,
5219,509567,Ten1,,,,,,
5220,509569,Hmgn3,,,,,,
5221,509571,Plau,,,,,,
5222,509572,1700023G09Rik,,,,,,
5223,509573,Tmem178b,,,,,,
5224,509574,1700113B09Rik,,,,,,
5225,509578,Arpp21,,,,,,
5226,509580,Gpx8,,,,,,
5227,509582,Drd4,,,,,,
5228,509586,1700026J14Rik,,,,,,
5229,509588,Gm26034,,,,,,
5230,509590,Ankra2,,,,,,
5231,509595,Uimc1,,,,,,
5232,509599,Hmces,,,,,,
5233,509600,Ccer1,,,,,,
5234,509601,Nbea,,,,,,
5235,509602,Fam155a,,,,,,
5236,509605,Wbp11,,,,,,
5237,509606,Snx4,,,,,,
5238,509607,Gm37392,,,,,,
5239,509608,Zfp707,,,,,,
5240,509612,Cmtm7,,,,,,
5241,509614,Rpl31,,,,,,
5242,509619,Xntrpc,,,,,,
5243,509621,Ttpa,,,,,,
5244,509622,Slc43a3,,,,,,
5245,509626,Sorcs1,,,,,,
5246,509630,4930553I04Rik,,,,,,
5247,509631,Dph6,,,,,,
5248,509632,Nlrp5-ps,,,,,,
5249,509634,Pef1,,,,,,
5250,509635,Hpd,,,,,,
5251,509636,Gigyf1,,,,,,
5252,509637,Gm12036,,,,,,
5253,509638,Gad2,,,,,,
5254,509641,Cdk11b,,,,,,
5255,509642,Cct6a,,,,,,
5256,509643,5430430K15Rik,,,,,,
5257,509645,Basp1,,,,,,
5258,509646,Ly6i,,,,,,
5259,509648,Cfl2,,,,,,
5260,509649,Dclk1,,,,,,
5261,509650,Tmem176a,,,,,,
5262,509651,Thumpd3,,,,,,
5263,509652,Cav2,,,,,,
5264,509654,Txnrd1,,,,,,
5265,509655,Pdhb,,,,,,
5266,509663,St8sia3,,,,,,
5267,509669,Lrpprc,,,,,,
5268,509670,Kndc1,,,,,,
5269,509672,4933404K08Rik,,,,,,
5270,509676,BC051019,,,,,,
5271,509678,Msc,,,,,,
5272,509680,Bak1,,,,,,
5273,509681,Pcf11,,,,,,
5274,509683,Tmem97,,,,,,
5275,509691,Wnt7b,,,,,,
5276,509693,Wwp1,,,,,,
5277,509694,Igdcc3,,,,,,
5278,509696,Lingo1,,,,,,
5279,509700,Ms4a20,,,,,,
5280,509702,Chga,,,,,,
5281,509705,Bhmt2,,,,,,
5282,509706,6530437J22Rik,,,,,,
5283,509710,Lrrc15,,,,,,
5284,509716,Porcn,,,,,,
5285,509720,Evx1,,,,,,
5286,509721,Irf1,,,,,,
5287,509722,Wasf1,,,,,,
5288,509724,Prap1,,,,,,
5289,509731,Srrm4,,,,,,
5290,509732,Steap1,,,,,,
5291,509734,Vps53,,,,,,
5292,509738,Reg4,,,,,,
5293,509739,Commd4,,,,,,
5294,509746,Hells,,,,,,
5295,509748,Prl8a2,,,,,,
5296,509750,Scrg1,,,,,,
5297,509751,Gm24161,,,,,,
5298,509752,Map1b,,,,,,
5299,509757,Mro,,,,,,
5300,509759,Tex101,,,,,,
5301,509760,Cbx6,,,,,,
5302,509761,Zc3hav1,,,,,,
5303,509764,Phkg1,,,,,,
5304,509767,Ube3a,,,,,,
5305,509768,Tcf4,,,,,,
5306,509770,Rabggtb,,,,,,
5307,509772,Lzts2,,,,,,
5308,509773,Ttc12,,,,,,
5309,509774,Spata5,,,,,,
5310,509775,Vstm2b,,,,,,
5311,509776,Cideb,,,,,,
5312,509779,Fv1,,,,,,
5313,509782,Gm45789,,,,,,
5314,509785,Olfr1505,,,,,,
5315,509787,6330408M09Rik,,,,,,
5316,509789,Cldn2,,,,,,
5317,509791,Epha8,,,,,,
5318,509792,Tenm2,,,,,,
5319,509793,Fxyd7,,,,,,
5320,509794,Lynx1,,,,,,
5321,509797,Nadk,,,,,,
5322,509798,Ctcflos,,,,,,
5323,509800,Eps15l1,,,,,,
5324,509803,Irf9,,,,,,
5325,509804,Mical2,,,,,,
5326,509814,1700040L08Rik,,,,,,
5327,509815,Ly6k,,,,,,
5328,509819,Cxcl10,,,,,,
5329,509820,6330562C20Rik,,,,,,
5330,509824,4930448E22Rik,,,,,,
5331,509825,Il13ra2,,,,,,
5332,509828,Gm7776,,,,,,
5333,509833,Tas2r105,,,,,,
5334,509835,Cbl,,,,,,
5335,509836,Med12l,,,,,,
5336,509837,Nek7,,,,,,
5337,509839,Cep131,,,,,,
5338,509840,Aldh3a1,,,,,,
5339,509841,Pam,,,,,,
5340,509842,Cux1,,,,,,
5341,509844,Smoc2,,,,,,
5342,509845,Gpr83,,,,,,
5343,509848,B4galt2,,,,,,
5344,509850,Cops2,,,,,,
5345,509852,Eldr,,,,,,
5346,509853,Il17rd,,,,,,
5347,509856,Gm50211,,,,,,
5348,509862,2610300A13Rik,,,,,,
5349,509868,Efhd1,,,,,,
5350,509869,Cacng2,,,,,,
5351,509871,Ndc80,,,,,,
5352,509874,Npnt,,,,,,
5353,509877,Gm15469,,,,,,
5354,509880,2310050C09Rik,,,,,,
5355,509881,Rpgr,,,,,,
5356,509887,Lrig1,,,,,,
5357,509892,Klrb1c,,,,,,
5358,509893,Spinkl,,,,,,
5359,509894,Cda,,,,,,
5360,509899,C230057M02Rik,,,,,,
5361,509904,Gm45760,,,,,,
5362,509906,Retreg1,,,,,,
5363,509907,Snap29,,,,,,
5364,509908,Exoc4,,,,,,
5365,509909,Mbd2,,,,,,
5366,509911,Prg4,,,,,,
5367,509912,Cox6b2,,,,,,
5368,509913,Zfp606,,,,,,
5369,509915,Zfp169,,,,,,
5370,509918,Sebox,,,,,,
5371,509920,Tbx15,,,,,,
5372,509923,Ddit4,,,,,,
5373,509931,Ubac1,,,,,,
5374,509932,Calhm2,,,,,,
5375,509935,4930407I19Rik,,,,,,
5376,509936,9530068E07Rik,,,,,,
5377,509938,Tslp,,,,,,
5378,509942,Srgap2,,,,,,
5379,509948,Efl1,,,,,,
5380,509949,Nxf7,,,,,,
5381,509950,Ccndbp1,,,,,,
5382,509951,Tasor2,,,,,,
5383,509952,Camsap2,,,,,,
5384,509957,Txk,,,,,,
5385,509961,Eif3b,,,,,,
5386,509964,Serpinb10,,,,,,
5387,509965,Tm7sf2,,,,,,
5388,509966,Fam57b,,,,,,
5389,509967,6030458C11Rik,,,,,,
5390,509971,Rprml,,,,,,
5391,509976,Gap43,,,,,,
5392,509978,Arid3b,,,,,,
5393,509983,Gpc6,,,,,,
5394,509984,Scnn1g,,,,,,
5395,509985,Speg,,,,,,
5396,509990,1700001J04Rik,,,,,,
5397,509991,Ebf2,,,,,,
5398,509998,Dll1,,,,,,
5399,510000,Zcchc4,,,,,,
5400,510002,Rpl23,,,,,,
5401,510003,Prl3a1,,,,,,
5402,510004,Il34,,,,,,
5403,510006,Col6a4,,,,,,
5404,510009,Mid2,,,,,,
5405,510010,Nusap1,,,,,,
5406,510015,Pak7,,,,,,
5407,510017,Gon4l,,,,,,
5408,510021,Casp6,,,,,,
5409,510023,Gm12789,,,,,,
5410,510025,Gale,,,,,,
5411,510032,Sash1,,,,,,
5412,510034,Hoxa11,,,,,,
5413,510035,Prxl2b,,,,,,
5414,510037,4930430O22Rik,,,,,,
5415,510038,Ribc2,,,,,,
5416,510042,Pkmyt1,,,,,,
5417,510043,Ptcra,,,,,,
5418,510045,Sccpdh,,,,,,
5419,510048,Tat,,,,,,
5420,510049,Tacr1,,,,,,
5421,510052,P3h3,,,,,,
5422,510053,Twist1,,,,,,
5423,510054,Evl,,,,,,
5424,510055,Gm11335,,,,,,
5425,510059,Chsy3,,,,,,
5426,510060,Sugt1,,,,,,
5427,510061,Letm1,,,,,,
5428,510062,Srgap3,,,,,,
5429,510067,Actl7a,,,,,,
5430,510071,D3Ertd751e,,,,,,
5431,510072,Fgf13,,,,,,
5432,510075,4921521D15Rik,,,,,,
5433,510077,Slc25a46,,,,,,
5434,510082,Abcb11,,,,,,
5435,510085,Gm37392,,,,,,
5436,510086,Styxl1,,,,,,
5437,510087,Esyt2,,,,,,
5438,510088,Acox2,,,,,,
5439,510089,Rpain,,,,,,
5440,510092,4930551O13Rik,,,,,,
5441,510099,Arhgef37,,,,,,
5442,510113,Rnft1,,,,,,
5443,510114,Tent5c,,,,,,
5444,510116,Aym1,,,,,,
5445,510117,Gpr182,,,,,,
5446,510120,Lrrtm1,,,,,,
5447,510123,Btbd35f23,,,,,,
5448,510125,Atcayos,,,,,,
5449,510127,Vmn1r2,,,,,,
5450,510128,Clta,,,,,,
5451,510133,Gkn1,,,,,,
5452,510134,Stox2,,,,,,
5453,510137,Grasp,,,,,,
5454,510138,Slc30a7,,,,,,
5455,510141,Gm35912,,,,,,
5456,510142,Hsd17b2,,,,,,
5457,510144,Trp73os,,,,,,
5458,510146,Mpc2,,,,,,
5459,510147,Stfa3,,,,,,
5460,510153,Mageb16,,,,,,
5461,510155,1700006A11Rik,,,,,,
5462,510156,Sil1,,,,,,
5463,510158,A630031M04Rik,,,,,,
5464,510160,4933430A20Rik,,,,,,
5465,510164,Wdr5b,,,,,,
5466,510166,Fendrr,,,,,,
5467,510168,Cdc16,,,,,,
5468,510170,Cadm1,,,,,,
5469,510177,Lss,,,,,,
5470,510183,Trappc8,,,,,,
5471,510187,Septin10,,,,,,
5472,510188,4930480G23Rik,,,,,,
5473,510189,Fam110c,,,,,,
5474,510195,Tmpo,,,,,,
5475,510198,Castor2,,,,,,
5476,510204,Hmbs,,,,,,
5477,510205,4933426B08Rik,,,,,,
5478,510207,Gm34095,,,,,,
5479,510211,Acbd3,,,,,,
5480,510212,Mknk2,,,,,,
5481,510215,Nrk,,,,,,
5482,510219,Lyrm1,,,,,,
5483,510222,Rab4b,,,,,,
5484,510227,Zfp541,,,,,,
5485,510233,Gm3318,,,,,,
5486,510238,Gm9072,,,,,,
5487,510240,Macroh2a2,,,,,,
5488,510242,Fam111a,,,,,,
5489,510244,Osbpl11,,,,,,
5490,510247,Tub,,,,,,
5491,510249,Zbtb4,,,,,,
5492,510252,Abcd1,,,,,,
5493,510253,1810021B22Rik,,,,,,
5494,510254,Agtr2,,,,,,
5495,510255,Cryba2,,,,,,
5496,510258,Pnmal1,,,,,,
5497,510267,Nck2,,,,,,
5498,510269,Gstt1,,,,,,
5499,510270,Gjc1,,,,,,
5500,510271,Slc12a7,,,,,,
5501,510275,Rassf4,,,,,,
5502,510278,Camp,,,,,,
5503,510285,1700026F02Rik,,,,,,
5504,510286,4921522P10Rik,,,,,,
5505,510287,Spire1,,,,,,
5506,510290,Rbpms2,,,,,,
5507,510291,Cd47,,,,,,
5508,510295,Ppp3r1,,,,,,
5509,510296,Hey1,,,,,,
5510,510297,Srsf10,,,,,,
5511,510299,Spred1,,,,,,
5512,510300,Cpa4,,,,,,
5513,510303,Tmem114,,,,,,
5514,510305,Hba-x,,,,,,
5515,510312,Tspan5,,,,,,
5516,510315,Cspp1,,,,,,
5517,510320,Chordc1,,,,,,
5518,510323,Isca2,,,,,,
5519,510326,Pmis2,,,,,,
5520,510328,Kcnip4,,,,,,
5521,510333,Dnah2os,,,,,,
5522,510335,Pten,,,,,,
5523,510336,Ccdc28b,,,,,,
5524,510337,Bdnf,,,,,,
5525,510341,Gtf2a1l,,,,,,
5526,510342,Zfp819,,,,,,
5527,510346,Ndufb2,,,,,,
5528,510351,Ppm1j,,,,,,
5529,510352,Prpf40a,,,,,,
5530,510354,Abhd2,,,,,,
5531,510357,1700017M07Rik,,,,,,
5532,510358,Rrp15,,,,,,
5533,510359,1700110C19Rik,,,,,,
5534,510361,Rbfox1,,,,,,
5535,510363,Gpld1,,,,,,
5536,510364,Adm,,,,,,
5537,510365,Pln,,,,,,
5538,510367,Eif4e,,,,,,
5539,510368,Rab7,,,,,,
5540,510370,Prkcd,,,,,,
5541,510371,Izumo3,,,,,,
5542,510373,Ap1ar,,,,,,
5543,510374,2700069I18Rik,,,,,,
5544,510375,Gnaq,,,,,,
5545,510376,Thop1,,,,,,
5546,510383,4933407K13Rik,,,,,,
5547,510388,Fgf12,,,,,,
5548,510389,Fkbp5,,,,,,
5549,510393,Rad21,,,,,,
5550,510394,Dhcr7,,,,,,
5551,510395,Gm6727,,,,,,
5552,510396,Has2,,,,,,
5553,510398,Cep83os,,,,,,
5554,510402,Rabepk,,,,,,
5555,510411,Litaf,,,,,,
5556,510415,9330161L09Rik,,,,,,
5557,510417,Uqcrfs1,,,,,,
5558,510418,Tpbg,,,,,,
5559,510420,Cpeb4,,,,,,
5560,510421,Nsmce2,,,,,,
5561,510424,Gm34016,,,,,,
5562,510425,Dmrta2os,,,,,,
5563,510426,Clasp2,,,,,,
5564,510427,Samt4,,,,,,
5565,510429,Itpripl1,,,,,,
5566,510432,Dsg1b,,,,,,
5567,510435,1600029O15Rik,,,,,,
5568,510438,1110060G06Rik,,,,,,
5569,510441,Elp4,,,,,,
5570,510443,Urod,,,,,,
5571,510444,Igsf3,,,,,,
5572,510445,B9d1os,,,,,,
5573,510447,Anks1b,,,,,,
5574,510451,Nr0b1,,,,,,
5575,510453,Cx3cl1,,,,,,
5576,510455,Mmel1,,,,,,
5577,510456,1700063D05Rik,,,,,,
5578,510460,Elac2,,,,,,
5579,510461,Mest,,,,,,
5580,510463,1700018L02Rik,,,,,,
5581,510465,Snhg14,,,,,,
5582,510466,Gimap6,,,,,,
5583,510467,Hibadh,,,,,,
5584,510468,1700012A03Rik,,,,,,
5585,510469,Adad1,,,,,,
5586,510471,Gm12264,,,,,,
5587,510473,Ankrd13d,,,,,,
5588,510476,Sdf2,,,,,,
5589,510477,Gmnn,,,,,,
5590,510478,Wnt10a,,,,,,
5591,510481,Nxf1,,,,,,
5592,510483,Gm3486,,,,,,
5593,510484,Pde4d,,,,,,
5594,510486,A930004D18Rik,,,,,,
5595,510487,Tktl1,,,,,,
5596,510488,Acvrl1,,,,,,
5597,510489,Vmn1r2,,,,,,
5598,510490,Mrpl13,,,,,,
5599,510493,Czib,,,,,,
5600,510494,Snhg6,,,,,,
5601,510497,Zfp607b,,,,,,
5602,510498,2010109P13Rik,,,,,,
5603,510499,4930452G13Rik,,,,,,
5604,510501,Gm2805,,,,,,
5605,510508,Emp2,,,,,,
5606,510510,Rnf220,,,,,,
5607,510519,Cep192,,,,,,
5608,510521,Serpini2,,,,,,
5609,510524,Cdk5rap2,,,,,,
5610,510525,Lztr1,,,,,,
5611,510527,Ift43,,,,,,
5612,510528,Taf1b,,,,,,
5613,510529,Mmut,,,,,,
5614,510530,Ykt6,,,,,,
5615,510532,A730089K16Rik,,,,,,
5616,510533,Paip2,,,,,,
5617,510535,Lxn,,,,,,
5618,510536,Pacsin1,,,,,,
5619,510537,Rhobtb1,,,,,,
5620,510539,Otud7b,,,,,,
5621,510541,Cd14,,,,,,
5622,510542,Pttg1ip,,,,,,
5623,510543,Ppif,,,,,,
5624,510544,Adam2,,,,,,
5625,510546,Coq10a,,,,,,
5626,510547,Gm36169,,,,,,
5627,510548,4930512B01Rik,,,,,,
5628,510549,Lage3,,,,,,
5629,510551,Cyp1a1,,,,,,
5630,510553,Dtnbos,,,,,,
5631,510554,Epb41l4aos,,,,,,
5632,510555,Msra,,,,,,
5633,510558,Mrnip,,,,,,
5634,510563,Trp53,,,,,,
5635,510564,Prss39,,,,,,
5636,510567,4930425P05Rik,,,,,,
5637,510568,Adrb1,,,,,,
5638,510569,Esrrb,,,,,,
5639,510570,Arid1b,,,,,,
5640,510572,4921513I08Rik,,,,,,
5641,510574,Apbb3,,,,,,
5642,510576,4930518J21Rik,,,,,,
5643,510577,Map6,,,,,,
